UserID,SessionID,TitleID,Title,Genres,IsSeries,Season,EpisodeNumber,FullContentDurationSeconds,WatchStart,WatchEnd,WatchDurationSeconds,EventType,Device,Country,Rating,WatchDuration,WatchHours,BingeFlag
U0117,U0117_S001,T0255,Comedy Title 255,Comedy,False,,,5820,2025-08-09 12:17:34,2025-08-09 12:55:35,2281,partial,Tablet,CA,,38.016666666666666,0.6336111111111111,False
U0117,U0117_S001,T0048,Documentary Title 48,Documentary,True,2.0,7.0,1920,2025-08-09 12:56:49,2025-08-09 13:20:32,1423,partial,Web,US,,23.716666666666665,0.3952777777777778,False
U0117,U0117_S002,T0056,Family Title 56,Family|Action,False,,,6780,2025-06-25 16:18:14,2025-06-25 17:48:39,5425,partial,Web,CA,4.2,90.41666666666667,1.5069444444444444,False
U0117,U0117_S002,T0083,Family Title 83,Family,False,,,5460,2025-06-25 17:56:05,2025-06-25 19:13:11,4626,partial,Mobile,AU,,77.1,1.285,False
U0117,U0117_S002,T0245,Romance Title 245,Romance,True,1.0,3.0,1560,2025-06-25 19:16:57,2025-06-25 19:36:14,1157,partial,Mobile,MX,,19.283333333333335,0.3213888888888889,False
U0117,U0117_S003,T0157,Horror Title 157,Horror,True,3.0,3.0,1980,2025-04-26 04:38:25,2025-04-26 04:50:41,736,partial,Game Console,MX,,12.266666666666667,0.20444444444444446,False
U0117,U0117_S003,T0137,Animation Title 137,Animation,True,1.0,10.0,2700,2025-04-26 04:51:53,2025-04-26 05:29:33,2260,partial,Smart TV,JP,2.8,37.666666666666664,0.6277777777777778,False
U0118,U0118_S001,T0192,Documentary Title 192,Documentary,True,2.0,6.0,3180,2025-08-09 19:45:02,2025-08-09 19:52:30,448,partial,Smart TV,US,,7.466666666666667,0.12444444444444444,False
U0118,U0118_S002,T0212,Romance Title 212,Romance,True,1.0,1.0,2160,2025-07-06 10:40:06,2025-07-06 11:03:44,1418,partial,Tablet,MX,,23.633333333333333,0.3938888888888889,False
U0119,U0119_S001,T0214,Documentary Title 214,Documentary|Family,True,2.0,4.0,2220,2025-08-04 06:16:59,2025-08-04 06:34:29,1050,partial,Game Console,MX,3.1,17.5,0.2916666666666667,False
U0119,U0119_S001,T0056,Family Title 56,Family|Action,False,,,6780,2025-08-04 06:42:18,2025-08-04 07:40:39,3501,partial,Mobile,CA,,58.35,0.9725,False
U0119,U0119_S002,T0061,Documentary Title 61,Documentary,True,5.0,5.0,1080,2025-06-04 16:13:10,2025-06-04 16:15:33,143,partial,Game Console,FR,3.7,2.3833333333333333,0.03972222222222222,False
U0119,U0119_S002,T0035,Comedy Title 35,Comedy,False,,,6180,2025-06-04 16:22:20,2025-06-04 17:34:17,4317,partial,Web,FR,4.9,71.95,1.1991666666666667,False
U0119,U0119_S002,T0219,Family Title 219,Family,True,1.0,11.0,1920,2025-06-04 17:37:16,2025-06-04 17:57:01,1185,partial,Mobile,US,,19.75,0.32916666666666666,False
U0119,U0119_S003,T0245,Romance Title 245,Romance,True,1.0,1.0,1560,2025-02-20 23:45:29,2025-02-20 23:53:01,452,partial,Smart TV,JP,,7.533333333333333,0.12555555555555556,False
U0119,U0119_S003,T0205,Animation Title 205,Animation,True,1.0,9.0,2460,2025-02-21 00:00:30,2025-02-21 00:40:05,2375,complete,Mobile,DE,2.5,39.583333333333336,0.6597222222222222,False
U0119,U0119_S004,T0044,Thriller Title 44,Thriller,True,1.0,5.0,1980,2025-08-03 15:15:21,2025-08-03 15:45:06,1785,complete,Web,IN,,29.75,0.49583333333333335,False
U0120,U0120_S001,T0012,Comedy Title 12,Comedy,True,1.0,11.0,2820,2025-05-04 04:56:30,2025-05-04 05:08:13,703,partial,Mobile,IN,,11.716666666666667,0.19527777777777777,False
U0120,U0120_S002,T0033,Drama Title 33,Drama,False,,,6900,2025-07-20 05:53:43,2025-07-20 06:41:15,2852,partial,Smart TV,MX,2.6,47.53333333333333,0.7922222222222223,False
U0120,U0120_S003,T0188,Thriller Title 188,Thriller|Romance,True,3.0,7.0,2100,2025-05-20 00:40:52,2025-05-20 01:03:09,1337,partial,Web,FR,3.4,22.283333333333335,0.3713888888888889,False
U0120,U0120_S003,T0107,Romance Title 107,Romance|Animation,True,1.0,1.0,2160,2025-05-20 01:12:18,2025-05-20 01:43:23,1865,partial,Tablet,IN,3.6,31.083333333333332,0.5180555555555556,False
U0120,U0120_S004,T0285,Documentary Title 285,Documentary,False,,,6720,2025-03-04 22:20:14,2025-03-04 23:55:48,5734,partial,Game Console,IN,,95.56666666666666,1.5927777777777778,False
U0120,U0120_S005,T0192,Documentary Title 192,Documentary,True,2.0,12.0,3180,2025-07-11 15:46:06,2025-07-11 16:23:36,2250,partial,Tablet,FR,,37.5,0.625,False
U0121,U0121_S001,T0252,Animation Title 252,Animation,True,1.0,7.0,2040,2025-06-14 17:14:01,2025-06-14 17:37:13,1392,partial,Web,IN,2.4,23.2,0.38666666666666666,False
U0121,U0121_S002,T0107,Romance Title 107,Romance|Animation,True,1.0,10.0,2160,2025-04-21 00:04:40,2025-04-21 00:25:57,1277,partial,Web,US,,21.283333333333335,0.3547222222222222,False
U0121,U0121_S003,T0064,Drama Title 64,Drama,True,3.0,7.0,2580,2025-04-24 23:56:56,2025-04-25 00:32:52,2156,partial,Web,US,4.0,35.93333333333333,0.5988888888888889,False
U0121,U0121_S003,T0257,Horror Title 257,Horror,True,1.0,9.0,1380,2025-04-25 00:34:06,2025-04-25 00:48:24,858,partial,Smart TV,MX,,14.3,0.23833333333333334,False
U0121,U0121_S003,T0258,Thriller Title 258,Thriller,True,1.0,9.0,2280,2025-04-25 00:52:35,2025-04-25 01:22:05,1770,partial,Web,IN,,29.5,0.49166666666666664,False
U0122,U0122_S001,T0209,Action Title 209,Action,False,,,4800,2025-03-24 04:32:09,2025-03-24 05:39:50,4061,partial,Game Console,IN,3.5,67.68333333333334,1.1280555555555556,False
U0122,U0122_S001,T0023,Action Title 23,Action,True,1.0,10.0,2220,2025-03-24 05:45:39,2025-03-24 06:20:43,2104,complete,Smart TV,US,5.0,35.06666666666667,0.5844444444444444,False
U0122,U0122_S001,T0188,Thriller Title 188,Thriller|Romance,True,2.0,11.0,2100,2025-03-24 06:26:40,2025-03-24 06:54:24,1664,partial,Web,US,3.4,27.733333333333334,0.4622222222222222,False
U0123,U0123_S001,T0296,Drama Title 296,Drama,False,,,5580,2025-08-08 08:11:41,2025-08-08 09:31:34,4793,partial,Smart TV,MX,,79.88333333333334,1.331388888888889,False
U0123,U0123_S002,T0160,Drama Title 160,Drama|Action,False,,,8280,2025-02-23 06:46:06,2025-02-23 08:47:30,7284,partial,Game Console,MX,4.2,121.4,2.0233333333333334,False
U0123,U0123_S002,T0111,Horror Title 111,Horror,False,,,5820,2025-02-23 08:54:50,2025-02-23 09:35:42,2452,partial,Game Console,BR,,40.86666666666667,0.6811111111111111,False
U0124,U0124_S001,T0100,Horror Title 100,Horror,True,1.0,12.0,2100,2025-07-07 16:43:08,2025-07-07 16:59:55,1007,partial,Smart TV,US,3.5,16.783333333333335,0.2797222222222222,False
U0124,U0124_S001,T0002,Drama Title 2,Drama|Sci-Fi,True,3.0,12.0,2700,2025-07-07 17:06:37,2025-07-07 17:43:22,2205,partial,Mobile,MX,2.7,36.75,0.6125,False
U0124,U0124_S001,T0218,Thriller Title 218,Thriller|Drama,True,2.0,8.0,2880,2025-07-07 17:46:22,2025-07-07 18:33:36,2834,complete,Tablet,BR,,47.233333333333334,0.7872222222222223,False
U0124,U0124_S002,T0273,Comedy Title 273,Comedy,False,,,5520,2025-07-28 18:47:55,2025-07-28 19:57:32,4177,partial,Web,MX,,69.61666666666666,1.1602777777777777,False
U0124,U0124_S002,T0017,Horror Title 17,Horror|Thriller,True,5.0,2.0,1440,2025-07-28 19:59:12,2025-07-28 20:17:50,1118,partial,Tablet,UK,,18.633333333333333,0.31055555555555553,False
U0124,U0124_S003,T0009,Documentary Title 9,Documentary,False,,,6240,2025-07-07 12:36:25,2025-07-07 14:15:55,5970,complete,Game Console,US,4.3,99.5,1.6583333333333334,False
U0124,U0124_S003,T0293,Horror Title 293,Horror,True,1.0,9.0,2040,2025-07-07 14:19:19,2025-07-07 14:50:14,1855,complete,Tablet,JP,,30.916666666666668,0.5152777777777777,False
U0124,U0124_S004,T0233,Documentary Title 233,Documentary,False,,,9300,2025-07-29 06:26:02,2025-07-29 08:35:32,7770,partial,Mobile,JP,3.6,129.5,2.158333333333333,False
U0124,U0124_S004,T0076,Romance Title 76,Romance|Action,True,2.0,2.0,1620,2025-07-29 08:39:54,2025-07-29 09:00:15,1221,partial,Tablet,MX,,20.35,0.33916666666666667,False
U0124,U0124_S005,T0272,Romance Title 272,Romance,False,,,7920,2025-03-22 05:34:29,2025-03-22 07:13:57,5968,partial,Tablet,US,4.1,99.46666666666667,1.6577777777777778,False
U0125,U0125_S001,T0272,Romance Title 272,Romance,False,,,7920,2025-03-21 01:41:59,2025-03-21 02:35:59,3240,partial,Game Console,BR,1.6,54.0,0.9,False
U0125,U0125_S002,T0076,Romance Title 76,Romance|Action,True,1.0,6.0,1620,2025-04-21 17:35:36,2025-04-21 17:43:15,459,partial,Game Console,FR,2.9,7.65,0.1275,False
U0125,U0125_S003,T0046,Comedy Title 46,Comedy|Romance,False,,,7500,2025-05-10 14:35:36,2025-05-10 15:42:17,4001,partial,Web,JP,,66.68333333333334,1.111388888888889,False
U0126,U0126_S001,T0218,Thriller Title 218,Thriller|Drama,True,2.0,5.0,2880,2025-04-15 15:10:28,2025-04-15 15:44:43,2055,partial,Smart TV,IN,,34.25,0.5708333333333333,False
U0126,U0126_S002,T0299,Horror Title 299,Horror|Drama,True,4.0,7.0,1800,2025-07-08 21:40:18,2025-07-08 21:57:14,1016,partial,Web,UK,3.7,16.933333333333334,0.2822222222222222,False
U0126,U0126_S003,T0082,Documentary Title 82,Documentary,True,2.0,4.0,2160,2025-07-29 20:31:31,2025-07-29 21:00:58,1767,partial,Game Console,AU,,29.45,0.49083333333333334,False
U0126,U0126_S003,T0224,Family Title 224,Family|Animation,True,1.0,4.0,2340,2025-07-29 21:07:14,2025-07-29 21:16:18,544,partial,Web,MX,4.2,9.066666666666666,0.1511111111111111,False
U0126,U0126_S004,T0280,Romance Title 280,Romance,False,,,7860,2025-07-28 13:37:54,2025-07-28 14:15:21,2247,partial,Tablet,US,,37.45,0.6241666666666666,False
U0127,U0127_S001,T0057,Horror Title 57,Horror,False,,,7680,2025-05-10 15:36:15,2025-05-10 17:34:10,7075,complete,Tablet,UK,,117.91666666666667,1.9652777777777777,False
U0127,U0127_S001,T0166,Horror Title 166,Horror,True,2.0,6.0,2340,2025-05-10 17:35:52,2025-05-10 18:00:21,1469,partial,Game Console,US,,24.483333333333334,0.40805555555555556,False
U0127,U0127_S002,T0085,Sci-Fi Title 85,Sci-Fi,True,5.0,7.0,1260,2025-05-23 18:27:54,2025-05-23 18:42:59,905,partial,Game Console,US,,15.083333333333334,0.2513888888888889,False
U0127,U0127_S003,T0218,Thriller Title 218,Thriller|Drama,True,3.0,1.0,2880,2025-04-24 02:05:07,2025-04-24 02:38:14,1987,partial,Web,JP,,33.11666666666667,0.5519444444444445,False
U0127,U0127_S003,T0134,Horror Title 134,Horror,True,1.0,8.0,2400,2025-04-24 02:42:33,2025-04-24 03:19:53,2240,complete,Web,BR,,37.333333333333336,0.6222222222222222,False
U0127,U0127_S003,T0075,Action Title 75,Action,True,2.0,12.0,2340,2025-04-24 03:22:42,2025-04-24 03:38:26,944,partial,Tablet,MX,3.5,15.733333333333333,0.26222222222222225,False
U0128,U0128_S001,T0229,Comedy Title 229,Comedy,True,2.0,2.0,2400,2025-05-03 21:10:29,2025-05-03 21:27:23,1014,partial,Smart TV,MX,,16.9,0.2816666666666667,False
U0128,U0128_S002,T0005,Action Title 5,Action|Comedy,True,2.0,5.0,1860,2025-06-29 08:11:57,2025-06-29 08:29:07,1030,partial,Smart TV,JP,,17.166666666666668,0.2861111111111111,False
U0128,U0128_S003,T0285,Documentary Title 285,Documentary,False,,,6720,2025-03-14 11:47:25,2025-03-14 13:34:55,6450,complete,Game Console,US,,107.5,1.7916666666666667,False
U0128,U0128_S004,T0119,Horror Title 119,Horror,False,,,6300,2025-07-02 01:23:42,2025-07-02 02:43:31,4789,partial,Web,IN,,79.81666666666666,1.3302777777777777,False
U0128,U0128_S004,T0025,Romance Title 25,Romance,False,,,6480,2025-07-02 02:45:51,2025-07-02 04:00:30,4479,partial,Smart TV,DE,,74.65,1.2441666666666666,False
U0129,U0129_S001,T0141,Family Title 141,Family|Documentary,True,2.0,9.0,2520,2025-04-04 07:32:29,2025-04-04 08:03:15,1846,partial,Web,US,,30.766666666666666,0.5127777777777778,False
U0129,U0129_S001,T0098,Family Title 98,Family,True,3.0,2.0,2340,2025-04-04 08:08:40,2025-04-04 08:14:33,353,partial,Mobile,UK,,5.883333333333334,0.09805555555555556,False
U0129,U0129_S002,T0088,Animation Title 88,Animation,True,4.0,10.0,1500,2025-02-18 09:49:35,2025-02-18 10:07:59,1104,partial,Tablet,MX,,18.4,0.30666666666666664,False
U0129,U0129_S002,T0294,Documentary Title 294,Documentary,True,3.0,1.0,2160,2025-02-18 10:14:19,2025-02-18 10:44:04,1785,partial,Web,US,3.6,29.75,0.49583333333333335,False
U0129,U0129_S002,T0261,Sci-Fi Title 261,Sci-Fi,True,1.0,12.0,2220,2025-02-18 10:51:18,2025-02-18 11:04:03,765,partial,Web,UK,,12.75,0.2125,False
U0129,U0129_S002,T0094,Family Title 94,Family,True,3.0,3.0,2340,2025-02-18 11:13:05,2025-02-18 11:45:04,1919,partial,Web,MX,3.5,31.983333333333334,0.5330555555555555,False
U0129,U0129_S003,T0118,Action Title 118,Action,False,,,7620,2025-02-18 22:11:42,2025-02-18 23:16:22,3880,partial,Smart TV,US,5.0,64.66666666666667,1.0777777777777777,False
U0129,U0129_S003,T0017,Horror Title 17,Horror|Thriller,True,1.0,7.0,1440,2025-02-18 23:22:43,2025-02-18 23:38:04,921,partial,Web,CA,,15.35,0.25583333333333336,False
U0129,U0129_S003,T0192,Documentary Title 192,Documentary,True,1.0,6.0,3180,2025-02-18 23:40:41,2025-02-18 23:56:21,940,partial,Mobile,MX,,15.666666666666666,0.2611111111111111,False
U0130,U0130_S001,T0284,Comedy Title 284,Comedy,False,,,8100,2025-07-31 00:16:35,2025-07-31 01:27:50,4275,partial,Smart TV,US,,71.25,1.1875,False
U0130,U0130_S001,T0243,Sci-Fi Title 243,Sci-Fi,True,2.0,9.0,1380,2025-07-31 01:31:09,2025-07-31 01:53:02,1313,complete,Game Console,DE,,21.883333333333333,0.3647222222222222,False
U0130,U0130_S001,T0025,Romance Title 25,Romance,False,,,6480,2025-07-31 02:01:05,2025-07-31 03:32:02,5457,partial,Game Console,BR,4.0,90.95,1.5158333333333334,False
U0130,U0130_S002,T0278,Romance Title 278,Romance|Thriller,True,1.0,6.0,1920,2025-04-27 16:37:34,2025-04-27 16:54:40,1026,partial,Tablet,US,3.5,17.1,0.285,False
U0130,U0130_S002,T0194,Romance Title 194,Romance,True,1.0,6.0,2100,2025-04-27 17:00:01,2025-04-27 17:14:58,897,partial,Mobile,MX,,14.95,0.24916666666666668,False
U0130,U0130_S002,T0028,Comedy Title 28,Comedy,True,2.0,11.0,2700,2025-04-27 17:18:13,2025-04-27 17:40:40,1347,partial,Web,MX,,22.45,0.37416666666666665,False
U0131,U0131_S001,T0231,Family Title 231,Family|Comedy,True,2.0,6.0,2520,2025-06-13 18:56:01,2025-06-13 19:04:40,519,partial,Mobile,US,,8.65,0.14416666666666667,False
U0131,U0131_S001,T0198,Horror Title 198,Horror|Comedy,False,,,5880,2025-06-13 19:05:59,2025-06-13 20:08:17,3738,partial,Game Console,MX,3.2,62.3,1.0383333333333333,False
U0131,U0131_S002,T0220,Horror Title 220,Horror,True,4.0,8.0,1440,2025-05-08 22:58:57,2025-05-08 23:20:29,1292,partial,Web,UK,,21.533333333333335,0.35888888888888887,False
U0131,U0131_S003,T0010,Drama Title 10,Drama,True,2.0,10.0,2040,2025-05-29 02:36:34,2025-05-29 03:08:51,1937,complete,Mobile,FR,,32.28333333333333,0.5380555555555555,False
U0132,U0132_S001,T0123,Animation Title 123,Animation,False,,,8760,2025-03-11 14:47:07,2025-03-11 16:09:51,4964,partial,Smart TV,JP,,82.73333333333333,1.3788888888888888,False
U0132,U0132_S001,T0253,Family Title 253,Family,True,1.0,12.0,2460,2025-03-11 16:15:25,2025-03-11 16:38:18,1373,partial,Web,CA,3.7,22.883333333333333,0.3813888888888889,False
U0132,U0132_S001,T0233,Documentary Title 233,Documentary,False,,,9300,2025-03-11 16:47:02,2025-03-11 18:40:10,6788,partial,Smart TV,JP,2.5,113.13333333333334,1.8855555555555557,False
U0132,U0132_S002,T0290,Romance Title 290,Romance,False,,,6120,2025-03-19 01:11:56,2025-03-19 02:28:39,4603,partial,Mobile,CA,5.0,76.71666666666667,1.2786111111111111,False
U0132,U0132_S002,T0238,Family Title 238,Family,True,4.0,4.0,2100,2025-03-19 02:32:22,2025-03-19 02:55:10,1368,partial,Web,UK,3.9,22.8,0.38,False
U0133,U0133_S001,T0121,Drama Title 121,Drama,True,1.0,2.0,2580,2025-03-11 15:07:33,2025-03-11 15:38:41,1868,partial,Tablet,UK,,31.133333333333333,0.5188888888888888,False
U0133,U0133_S002,T0067,Sci-Fi Title 67,Sci-Fi,True,1.0,11.0,2640,2025-07-07 23:07:43,2025-07-07 23:32:52,1509,partial,Tablet,IN,4.3,25.15,0.4191666666666667,False
U0133,U0133_S002,T0047,Comedy Title 47,Comedy,False,,,8040,2025-07-07 23:39:32,2025-07-08 00:06:09,1597,partial,Game Console,UK,,26.616666666666667,0.4436111111111111,False
U0133,U0133_S002,T0210,Documentary Title 210,Documentary|Drama,False,,,7920,2025-07-08 00:14:38,2025-07-08 01:12:22,3464,partial,Web,CA,,57.733333333333334,0.9622222222222222,False
U0133,U0133_S003,T0183,Comedy Title 183,Comedy,False,,,6540,2025-02-17 17:37:27,2025-02-17 18:03:18,1551,partial,Mobile,US,3.2,25.85,0.43083333333333335,False
U0133,U0133_S004,T0202,Comedy Title 202,Comedy,True,5.0,3.0,1980,2025-04-17 07:13:05,2025-04-17 07:46:04,1979,complete,Tablet,AU,3.8,32.983333333333334,0.5497222222222222,False
U0133,U0133_S004,T0111,Horror Title 111,Horror,False,,,5820,2025-04-17 07:54:21,2025-04-17 08:56:48,3747,partial,Game Console,AU,4.3,62.45,1.0408333333333333,False
U0134,U0134_S001,T0225,Horror Title 225,Horror,True,1.0,8.0,3120,2025-06-03 10:46:55,2025-06-03 11:28:42,2507,partial,Web,IN,,41.78333333333333,0.6963888888888888,False
U0134,U0134_S001,T0043,Drama Title 43,Drama,True,3.0,1.0,2280,2025-06-03 11:36:17,2025-06-03 12:10:49,2072,complete,Tablet,MX,4.5,34.53333333333333,0.5755555555555556,False
U0134,U0134_S002,T0270,Romance Title 270,Romance|Comedy,True,4.0,1.0,3060,2025-05-10 03:00:30,2025-05-10 03:21:08,1238,partial,Web,US,3.5,20.633333333333333,0.3438888888888889,False
U0134,U0134_S003,T0096,Documentary Title 96,Documentary,True,1.0,4.0,1800,2025-02-26 10:06:29,2025-02-26 10:32:15,1546,partial,Game Console,MX,,25.766666666666666,0.42944444444444446,False
U0134,U0134_S003,T0234,Comedy Title 234,Comedy,True,1.0,6.0,1380,2025-02-26 10:38:23,2025-02-26 10:52:40,857,partial,Mobile,MX,,14.283333333333333,0.23805555555555555,False
U0135,U0135_S001,T0038,Romance Title 38,Romance,True,3.0,11.0,1980,2025-06-06 01:45:47,2025-06-06 02:11:40,1553,partial,Game Console,AU,,25.883333333333333,0.4313888888888889,False
U0135,U0135_S001,T0273,Comedy Title 273,Comedy,False,,,5520,2025-06-06 02:14:36,2025-06-06 02:40:10,1534,partial,Mobile,MX,4.1,25.566666666666666,0.4261111111111111,False
U0135,U0135_S001,T0109,Animation Title 109,Animation|Drama,False,,,5820,2025-06-06 02:48:39,2025-06-06 03:42:13,3214,partial,Smart TV,US,5.0,53.56666666666667,0.8927777777777778,False
U0135,U0135_S002,T0196,Thriller Title 196,Thriller,True,5.0,6.0,1380,2025-06-09 19:15:16,2025-06-09 19:29:53,877,partial,Tablet,DE,,14.616666666666667,0.2436111111111111,False
U0135,U0135_S002,T0056,Family Title 56,Family|Action,False,,,6780,2025-06-09 19:32:49,2025-06-09 20:02:51,1802,partial,Smart TV,US,,30.033333333333335,0.5005555555555555,False
U0135,U0135_S002,T0135,Action Title 135,Action,True,1.0,3.0,2100,2025-06-09 20:11:05,2025-06-09 20:26:50,945,partial,Mobile,US,,15.75,0.2625,False
U0135,U0135_S003,T0182,Drama Title 182,Drama,True,3.0,5.0,2160,2025-08-04 23:47:02,2025-08-05 00:16:31,1769,partial,Web,US,,29.483333333333334,0.4913888888888889,False
U0136,U0136_S001,T0239,Comedy Title 239,Comedy,True,2.0,10.0,1920,2025-02-20 06:38:20,2025-02-20 06:53:05,885,partial,Mobile,JP,,14.75,0.24583333333333332,False
U0136,U0136_S001,T0106,Sci-Fi Title 106,Sci-Fi|Comedy,True,4.0,8.0,2520,2025-02-20 06:57:29,2025-02-20 07:25:42,1693,partial,Mobile,BR,4.0,28.216666666666665,0.4702777777777778,False
U0136,U0136_S001,T0141,Family Title 141,Family|Documentary,True,4.0,2.0,2520,2025-02-20 07:34:02,2025-02-20 08:05:13,1871,partial,Web,UK,4.2,31.183333333333334,0.5197222222222222,False
U0136,U0136_S002,T0079,Horror Title 79,Horror,False,,,6600,2025-05-23 06:20:14,2025-05-23 07:01:55,2501,partial,Smart TV,US,,41.68333333333333,0.6947222222222222,False
U0137,U0137_S001,T0201,Drama Title 201,Drama,False,,,7380,2025-05-31 23:41:14,2025-06-01 01:29:19,6485,partial,Tablet,US,3.9,108.08333333333333,1.801388888888889,False
U0137,U0137_S001,T0058,Thriller Title 58,Thriller,False,,,6300,2025-06-01 01:35:28,2025-06-01 02:54:29,4741,partial,Mobile,US,,79.01666666666667,1.3169444444444445,False
U0137,U0137_S002,T0084,Documentary Title 84,Documentary,False,,,6000,2025-04-30 05:02:52,2025-04-30 05:56:39,3227,partial,Mobile,IN,3.0,53.78333333333333,0.8963888888888889,False
U0137,U0137_S003,T0162,Thriller Title 162,Thriller,False,,,7200,2025-05-21 21:30:15,2025-05-21 22:46:52,4597,partial,Tablet,DE,,76.61666666666666,1.2769444444444444,False
U0137,U0137_S003,T0125,Comedy Title 125,Comedy,False,,,6240,2025-05-21 22:49:08,2025-05-21 23:49:31,3623,partial,Mobile,US,2.9,60.38333333333333,1.006388888888889,False
U0138,U0138_S001,T0103,Drama Title 103,Drama,False,,,7440,2025-05-31 11:26:56,2025-05-31 11:34:28,452,partial,Tablet,DE,,7.533333333333333,0.12555555555555556,False
U0138,U0138_S001,T0063,Thriller Title 63,Thriller|Documentary,True,3.0,8.0,2400,2025-05-31 11:38:54,2025-05-31 11:52:16,802,partial,Tablet,AU,3.0,13.366666666666667,0.22277777777777777,False
U0139,U0139_S001,T0279,Sci-Fi Title 279,Sci-Fi|Thriller,True,1.0,7.0,1620,2025-05-15 12:06:19,2025-05-15 12:27:16,1257,partial,Tablet,JP,4.2,20.95,0.3491666666666667,False
U0139,U0139_S002,T0196,Thriller Title 196,Thriller,True,5.0,5.0,1380,2025-07-03 05:04:23,2025-07-03 05:14:52,629,partial,Web,IN,,10.483333333333333,0.17472222222222222,False
U0139,U0139_S002,T0091,Comedy Title 91,Comedy|Thriller,True,3.0,2.0,2040,2025-07-03 05:21:00,2025-07-03 05:44:53,1433,partial,Smart TV,UK,2.8,23.883333333333333,0.39805555555555555,False
U0139,U0139_S003,T0060,Animation Title 60,Animation,False,,,7980,2025-04-25 19:56:43,2025-04-25 21:12:55,4572,partial,Smart TV,MX,,76.2,1.27,False
U0139,U0139_S004,T0196,Thriller Title 196,Thriller,True,5.0,12.0,1380,2025-07-02 21:20:41,2025-07-02 21:28:44,483,partial,Game Console,CA,,8.05,0.13416666666666666,False
U0139,U0139_S004,T0257,Horror Title 257,Horror,True,1.0,8.0,1380,2025-07-02 21:33:13,2025-07-02 21:47:13,840,partial,Web,US,3.4,14.0,0.23333333333333334,False
U0139,U0139_S004,T0264,Action Title 264,Action,False,,,4860,2025-07-02 21:50:04,2025-07-02 23:09:58,4794,complete,Game Console,CA,,79.9,1.3316666666666668,False
U0140,U0140_S001,T0116,Action Title 116,Action,True,1.0,7.0,2400,2025-07-06 18:16:12,2025-07-06 18:24:21,489,partial,Smart TV,MX,,8.15,0.13583333333333333,False
U0140,U0140_S001,T0056,Family Title 56,Family|Action,False,,,6780,2025-07-06 18:27:37,2025-07-06 18:33:16,339,partial,Smart TV,JP,3.9,5.65,0.09416666666666666,False
U0140,U0140_S002,T0016,Drama Title 16,Drama,True,4.0,2.0,2460,2025-05-30 23:11:11,2025-05-30 23:23:53,762,partial,Smart TV,MX,4.0,12.7,0.21166666666666667,False
U0140,U0140_S002,T0205,Animation Title 205,Animation,True,1.0,4.0,2460,2025-05-30 23:26:58,2025-05-31 00:07:03,2405,complete,Mobile,MX,3.5,40.083333333333336,0.6680555555555555,False
U0140,U0140_S003,T0083,Family Title 83,Family,False,,,5460,2025-05-09 08:25:22,2025-05-09 09:12:04,2802,partial,Game Console,CA,,46.7,0.7783333333333333,False
U0141,U0141_S001,T0042,Comedy Title 42,Comedy,True,1.0,7.0,2040,2025-06-21 16:46:01,2025-06-21 16:54:11,490,partial,Web,IN,,8.166666666666666,0.1361111111111111,False
U0142,U0142_S001,T0240,Documentary Title 240,Documentary|Family,False,,,6840,2025-07-05 09:41:28,2025-07-05 11:30:31,6543,complete,Game Console,US,,109.05,1.8175,False
U0142,U0142_S001,T0051,Action Title 51,Action,True,1.0,11.0,1980,2025-07-05 11:32:30,2025-07-05 12:00:34,1684,partial,Smart TV,AU,4.3,28.066666666666666,0.4677777777777778,False
U0142,U0142_S001,T0021,Animation Title 21,Animation|Romance,True,3.0,2.0,2340,2025-07-05 12:07:41,2025-07-05 12:34:22,1601,partial,Web,IN,2.5,26.683333333333334,0.44472222222222224,False
U0142,U0142_S002,T0132,Animation Title 132,Animation,False,,,4800,2025-05-30 12:56:18,2025-05-30 13:23:18,1620,partial,Game Console,UK,,27.0,0.45,False
U0142,U0142_S002,T0031,Sci-Fi Title 31,Sci-Fi,True,3.0,3.0,2100,2025-05-30 13:28:11,2025-05-30 13:42:46,875,partial,Smart TV,US,3.8,14.583333333333334,0.24305555555555555,False
U0143,U0143_S001,T0084,Documentary Title 84,Documentary,False,,,6000,2025-07-29 00:39:10,2025-07-29 01:12:52,2022,partial,Smart TV,US,3.8,33.7,0.5616666666666666,False
U0143,U0143_S001,T0103,Drama Title 103,Drama,False,,,7440,2025-07-29 01:19:29,2025-07-29 01:40:02,1233,partial,Web,IN,,20.55,0.3425,False
U0143,U0143_S002,T0266,Horror Title 266,Horror,True,3.0,5.0,1920,2025-07-23 08:15:16,2025-07-23 08:31:56,1000,partial,Tablet,IN,4.5,16.666666666666668,0.2777777777777778,False
U0143,U0143_S003,T0294,Documentary Title 294,Documentary,True,1.0,2.0,2160,2025-04-16 17:06:16,2025-04-16 17:39:03,1967,complete,Web,IN,4.8,32.78333333333333,0.5463888888888889,False
U0144,U0144_S001,T0133,Comedy Title 133,Comedy,False,,,5220,2025-08-07 22:31:57,2025-08-07 23:40:32,4115,partial,Tablet,IN,,68.58333333333333,1.1430555555555555,False
U0144,U0144_S001,T0083,Family Title 83,Family,False,,,5460,2025-08-07 23:42:43,2025-08-08 00:50:56,4093,partial,Mobile,AU,,68.21666666666667,1.1369444444444445,False
